Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Caher Park,https://www.coillte.ie/site/caher-park/,+353(0)5241453,-7.9235942820825,52.3798510788358,Tipperary,Cahir,Republic of Ireland,"Fishing,Angling,Photography,Learning,Walking,Forest Park,Park and Forest Walk,Natural Landscape,Public Park,Nature and Wildlife"
Skerries Mills,http://www.skerriesmills.ie,+35318495208,-6.110148,53.574331,Dublin,Skerries,Republic of Ireland,"Covid Safety Charter,Craft,Shopping,Activity Operator,Museums and Attraction,Cafe,Food and Drink,Food Shops"
Golden Grove Forest,https://www.coillte.ie/site/golden-grove/,+353(0)61337322,-7.80007356802444,52.9612350229903,Tipperary,Roscrea,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk,Natural Landscape"
Sandycove Beach,,,-6.11602999204763,53.2876076291161,Dublin,Dún Laoghaire,Republic of Ireland,Beach
Gortavoher,https://www.coillte.ie/site/gortavoher/,+353(0)61337322,-8.1591147412626,52.4741884483681,Tipperary,Glen Of Aherlow,Republic of Ireland,"Bird Watching,Nature and Wildlife,Photography,Learning,Walking,Forest Park,Park and Forest Walk,Natural Landscape"
Marl Bog,https://www.coillte.ie/site/marl-bog/,+353(0)61337322,-8.05861954314287,52.5503709500935,Tipperary,Dundrum,Republic of Ireland,"Bird Watching,Nature and Wildlife,Photography,Learning,Walking,Forest Park,Park and Forest Walk,Natural Landscape,Public Park"
Mitchelstown Cave,http://www.mitchelstowncave.com,+353(0)527467246,-8.1045695865655,52.3039816471096,Tipperary,Cahir,Republic of Ireland,"Walking,Activity Operator,Historic Houses and Castle,Natural Landscape,Tour"
The Happy Pear,https://thehappypear.ie,+35312873655,-6.064194,53.1454717,Wicklow,Greystones,Republic of Ireland,"Food and Drink,Restaurant"
Fairy Fort Farm,http://www.fairyfortfarm.com,+353863191673,-7.9515445,52.7612627,Tipperary,Borrisoleigh,Republic of Ireland,"Agriculture,Nature and Wildlife,Activity Operator,Visitor Farm,Tour"
The Organic Centre,http://www.theorganiccentre.ie,+353719854338,-8.119335,54.392642,Leitrim,Rossinver,Republic of Ireland,"Covid Safety Charter,Cooking,Cookery,Learning,Gardens,Garden,Cafe,Food and Drink,Food Shops,Shopping"
Brittas Bay South Beach ,https://www.blueflag.global/show-site?siteId=6611,,-6.06278238713492,52.8752963281714,Wicklow,Brittas Bay,Republic of Ireland,Beach
Shannon Sailing,http://www.shannonsailing.com,+3536724499,-8.28315501852421,52.9241826772898,Tipperary,Nenagh,Republic of Ireland,"Sailing,Activity Operator,Marina,Venue"
Brittas Bay Surf School,http://www.brittasbaysurfschool.com,+353862633075,-6.0619825,52.8851122,Wicklow,Brittas Bay,Republic of Ireland,"Kitesurfing,Windsurfing,Activity Operator,Surfing"
"University Concert Hall, Limerick",http://www.uch.ie,+353(0)61331549,-8.56228539860626,52.6733181786434,Limerick,Limerick City,Republic of Ireland,"Restaurant,Venue,Music,Food and Drink,Pubs and Bar"
Suir Valley Adventures,https://www.facebook.com/Suir-Valley-Adventures-1751254174888592/,+353831772626,-7.8842292,52.3092483,Tipperary,Ardfinnan,Republic of Ireland,"Kayaking,Activity Operator"
Dunmore East Beach ,https://www.blueflag.global/show-site?siteId=6630,+35351875823,-6.994804,52.1527666,Waterford,Dunmore East,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Natural Landscape"
Gareth McCormack Photography,https://www.garethmccormack.com/photography-workshops-ireland/,+353863891765,-9.0894832075131,54.2148106387571,Sligo,Enniscrone,Republic of Ireland,"Learning,Photography,Activity Operator"
The Spinnaker Bar,https://www.thespinnaker.ie,+35351383133,-6.995363,52.155848,Waterford,Dunmore East,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
Dan & Donal McCrohan Boat Operators,https://www.facebook.com/pages/Skellig-Boat/252393701593721,"
+353872906168",-10.36194,51.8854295,Kerry,Valentia Island,Republic of Ireland,"Bird Watching,Nature and Wildlife,Cruising,Activity Operator,Boat,Tour"
Ballinskelligs Beach,https://www.blueflag.global/show-site?siteId=6640,+353646631633,-10.2721545,51.8215577,Kerry,Ballinskelligs,Republic of Ireland,"Kayaking,Activity Operator,Kitesurfing,Windsurfing,Photography,Learning,Surfing,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Discovery Point,Natural Landscape,Sports Venues"
The Pollock Holes,,,-9.6649803,52.6822834,Clare,Kilkee,Republic of Ireland,
Ground & Co.,https://groundandco.ie,+35391527846,-9.0743756,53.2598955,Galway,Salthill,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Cafe,Local Produce,Vegetarian"
Mulranny  Beach ,https://www.blueflag.global/show-site?siteId=6680,+35314002202,-9.7843193,53.8975187,Mayo,Mulranny,Republic of Ireland,"Surfing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
Old Head,,,-9.7698699,53.7758737,Mayo,Louisburgh,Republic of Ireland,"Kayaking,Activity Operator,Kitesurfing,Windsurfing,Surfing,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Discovery Point"
Croagh Patrick,,,-9.6597913,53.7599117,Mayo,Westport,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Natural Landscape"
Enniscrone Beach,,,-9.09876202896112,54.2122812574751,Sligo,Enniscrone,Republic of Ireland,Beach
Jack Burtchaell Waterford City Walking Tours,https://www.jackswalkingtours.com/,+35351873711,-7.1060887,52.2608512,Waterford,Waterford City,Republic of Ireland,"Walking,Activity Operator,Tour"
GoQuest,https://goquest.ie,+35316855005,-6.1925008,53.2563982,Dublin,Finglas,Republic of Ireland,"Covid Safety Charter,Activity Operator"
Ionad Cois Locha,http://dunleweycentre.com/,+353749531699,-8.1476412,55.025326,Donegal,Dunlewy,Republic of Ireland,"Craft,Shopping,Cruising,Kayaking,Activity Operator,Walking,Museums and Attraction,Cafe,Food and Drink,Boat,Tour"
Clifden Station House Theatre,https://www.clifdenstationhouse.com/theatre/,+3539521699,-10.0172776,53.4882919,Galway,Clifden,Republic of Ireland,"Movies,Cinema,Venue,Traditionally Irish"
Trabolgan Holiday Village,https://trabolgan.com/,+353214661551,-8.235772,51.798703,Cork,Midleton,Republic of Ireland,"Restaurant,Craft,Shopping,Climbing,Activity Operator,Falconry,Nature and Wildlife,Golf,Swimming,Swimming Pools and Water Park,Venue,Walking,Zip Lining,Adventure Park,Music,Sports Venues,Cafe,Food and Drink,Fast Food,Pubs and Bar"
7th Wave Surf School,http://www.surfsligo.com,+353879716389,-9.0987116,54.2116305,Sligo,Enniscrone,Republic of Ireland,"Surfing,Activity Operator"
"The International School of English, ISE Ireland",http://iseireland.ie/,+35316219039,-6.2655514,53.3346539,Dublin,Dublin City,Republic of Ireland,Learning
Bridge Street Studios,https://www.bridgestreetstudios.com/,+353429351712,-6.402879,54.0094618,Louth,Dundalk,Republic of Ireland,"Craft,Shopping,Art Gallery"
National Botanic Gardens,http://botanicgardens.ie/,+353(0)18040300,-6.27185819049078,53.3726543450806,Dublin,Dublin City,Republic of Ireland,"Covid Safety Charter,Learning,Photography,Walking,Gardens,Garden,Public Park,Nature and Wildlife,Cafe,Food and Drink,Food Shops,Shopping,Tour"
The Spa at Parknasilla,https://parknasillaresort.com/spa/,+353646675600,-9.8747331,51.8156968,Kerry,Parknasilla,Republic of Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa"
The Warren Beach,https://beachawards.ie/blue-flag/sites/,,-9.01191,51.56618,Cork,Rosscarbery,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Natural Landscape"
Slí Eala,http://www.irishtrails.ie/Trail/Sli-Eala/390/,,-8.2716463942977,52.9227199866422,Tipperary,Dromineer,Republic of Ireland,Walking
The East Munster Way,https://www.sportireland.ie/outdoors/walking/trails/east-munster-way,+353761065000,-7.40470492454733,52.3471054682276,Tipperary,Carrick-on-Suir,Republic of Ireland,Walking
Devil's Bit Loop,https://tipperary.com/listings/devils-bit-loop/,,-7.888697,52.780599,Tipperary,Templemore,Republic of Ireland,Walking
Eamonn an Chnoic Loop,https://www.sportireland.ie/outdoors/walking/trails/upperchurch-eamon-a-chnoic-loop,+353(0)876076838,-8.01824596323405,52.7036692746239,Tipperary,Upperchurch,Republic of Ireland,Walking
Goatenbridge - Liam Lynch Loop,https://www.sportireland.ie/outdoors/walking/trails/goatenbridge-liam-lynch,,-7.88256603986554,52.2637518963803,Tipperary,Cahir,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
Grange Loop,https://www.sportireland.ie/outdoors/walking/trails/grange-grange-loop,,-7.5431415,52.6597747,Tipperary,Killenaule,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
Thurles Racecourse,http://www.thurlesraces.ie,+353(0)50422253,-7.83662017854306,52.6889264798679,Tipperary,Thurles,Republic of Ireland,"Restaurant,Horse Riding,Equestrian,Race Course,Venue,Sports Venues,Food and Drink,Pubs and Bar"
Clonmel Swimming Pool,http://www.tipperarycoco.ie/swimming-pools/clonmel-pool,+353(0)526121972,-7.698713,52.354968,Tipperary,Clonmel,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Fitness and Leisure,Swimming Pool"
Gallagher’s of Bunratty,https://jpclarkes.ie/gallaghersofbunratty/,+35361363363,-8.81645516710364,52.6991054199088,Clare,Bunratty,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Seafood"
Coláiste Na Rinne,https://www.anrinn.com/,+3535846128,-7.5902943,52.0502281,Waterford,Dungarvan,Republic of Ireland,"Learning,Activity Operator"
Avoca Studio Gallery,https://avocagallery.com/welcome-to-the-avoca-painting-school/,+35340235555,-6.2272958,52.8800149,Wicklow,Avoca,Republic of Ireland,"Craft,Shopping,Art Gallery"
Connemara Celtic Crystal,https://www.connemaracelticcrystal.com/,+35391555172,-9.172335,53.3440697,Galway,Moycullen,Republic of Ireland,"Covid Safety Charter,Craft,Shopping,Shopping Centres and Department Store,Cafe,Food and Drink,Food Shops,Tour"
Get West Limerick City Kayak & SUP Tours,http://www.getwest.ie,+35361278747,-8.630284,52.664841,Limerick,Limerick City,Republic of Ireland,"Covid Safety Charter,Climbing,Activity Operator,Kayaking,Day Tour,Tour"
Brittas Bay North Beach ,https://www.blueflag.global/show-site?siteId=6610,+35340469117,-6.0441684,52.896035,Wicklow,Brittas Bay,Republic of Ireland,"Sailing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
Cycle Dublin Bike Tours,https://cycledublinbiketours.ie/,+353862526578,-6.2669622,53.339643,Dublin,Dublin City,Republic of Ireland,"Cycling,Activity Operator,Tour"
Greystones South Beach,https://www.blueflag.global/show-site?siteId=6612,+35340469117,-6.0599313,53.1445133,Wicklow,Greystones,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
Baltinglass Abbey,http://visitwicklow.ie/attractions/baltinglass-abbey,,-6.7102325,52.9439747,Wicklow,Baltinglass,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins"
Pat Keogh Chauffeur Service,https://pat-keogh.com/chauffeur-tours-of-ireland/,+353561368833,-8.9259504,52.6900673,Clare,Shannon Airport,Republic of Ireland,"Transport,Activity Operator,Tour,Coach,Road"
Dún na Sí Amenity & Heritage Park,https://dunnasi.ie/,+353906481183,-7.7376366,53.4002064,Westmeath,Moate,Republic of Ireland,"Covid Safety Charter,Bird Watching,Nature and Wildlife,Learning,Walking,Activity Operator,Tracing Your Ancestors,Museums and Attraction,Natural Landscape,Visitor Farm,Traditionally Irish,Cafe,Food and Drink,Tour"
Cloncallow Garden,http://cloncallow.com,+353868312774,-6.07619347853552,53.0677927549498,Wicklow,Newcastle,Republic of Ireland,"Gardens,Garden,Cafe,Food and Drink"
Festina Lente Gardens,https://festinalente.ie/,+35312720704,-6.1304989,53.2107869,Wicklow,Bray,Republic of Ireland,"Gardens,Garden,Cafe,Food and Drink"
Hunting Brook Garden,http://www.huntingbrook.com,+353872856601,-6.4874987,53.2200803,Wicklow,Blessington,Republic of Ireland,"Gardens,Garden"
Killruddery House & Gardens,https://killruddery.com/,+35312863405,-6.1018791,53.181621,Wicklow,Bray,Republic of Ireland,"Walking,Historic Houses and Castle,Gardens,Garden,Cafe,Food and Drink"
Mount Usher Gardens,http://www.mountushergardens.ie/,+35340440205,-6.10627,53.00847,Wicklow,Ashford,Republic of Ireland,"Gardens,Garden,Cafe,Food and Drink"
National Botanic Gardens - Kilmacurragh,http://botanicgardens.ie/kilmacurragh/,+35318570909,-6.1478112,52.9292653,Wicklow,Rathdrum,Republic of Ireland,"Covid Safety Charter,Gardens,Garden,Cafe,Food and Drink"
Russborough House  and Parklands,https://www.russborough.ie,+35345865239,-6.569867,53.14121,Wicklow,Blessington,Republic of Ireland,"Historic Houses and Castle,Gardens,Garden,Venue,Music,Cafe,Food and Drink,Tour"
Tearmann Community Garden,https://facebook.com/tearmannbaltinglass,+353863783168,-6.7045177,52.9360363,Wicklow,Baltinglass,Republic of Ireland,"Gardens,Garden"
The Dower House Gardens,http://www.gardensofireland.org/directory/60/,+35340440168,-6.0854301,53.0048178,Wicklow,Ashford,Republic of Ireland,"Gardens,Garden"
The National Garden Exhibition Centre - Arboretum Kilquade,https://www.arboretum.ie/arboretum-kilquade,+35315313488,-6.0886734,53.1130485,Wicklow,Kilquade,Republic of Ireland,"Restaurant,Gardening,Nature and Wildlife,Gardens,Garden,Food and Drink,Food Shops,Shopping"
Victor's Way,http://victorsway.eu,+35312818505,-6.2197346,53.0860515,Wicklow,Roundwood,Republic of Ireland,"Gardens,Garden"
Bantry Bay Sailing Club,https://www.bantrybaysailingclub.ie/,+353879876390,-9.4696788,51.6771861,Cork,Bantry,Republic of Ireland,"Learning,Sailing,Activity Operator"
Warblebank Garden,http://warblebankgarden.com,+353894213064,-6.1042318,53.087328,Wicklow,Newtown Mount Kennedy,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Wren’s Wood Garden,http://visitwicklow.ie/attraction/wrens-wood-garden/,+35312810274,-6.10101757636244,53.0549300335373,Wicklow,Ashford,Republic of Ireland,"Gardens,Garden"
Altidore Castle,https://www.ihh.ie/index.cfm/houses/house/name/Altidore%20Castle,+353877601369,-6.1381173,53.1106151,Wicklow,Kilpedder West,Republic of Ireland,"Historic Houses and Castle,Castle,Museums and Attraction,Tour"
Avondale House and Forest Park,https://visitwicklow.ie/item/avondale-house-forest-park,+35340446111,-6.2226009,52.9117801,Wicklow,Rathdrum,Republic of Ireland,"Historic Houses and Castle,Forest Park,Park and Forest Walk,Walking,Museums and Attraction,Cafe,Food and Drink"
Castledermot Round Tower & High Cross & St. Davids Graveyard,http://www.kildare.ie/heritage/Grose-Antiquities-1792/castledermot-church-and-round-tower.asp,,-6.834859,52.9103756,Kildare,Castledermot,Republic of Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Ballymurrin Quaker Farmstead,http://www.ballymurrinquakerfarmstead.eu,+35340448206,-6.1066529,52.9341601,Wicklow,Redcross,Republic of Ireland,"Agriculture,Nature and Wildlife,Historic Houses and Castle,Museums and Attraction"
The Newport Shepherds,https://thenewportshepherds.ie/,+353874402220,-9.5860875,53.903884,Mayo,Newport,Republic of Ireland,"Agriculture,Nature and Wildlife,Learning,Activity Operator,Visitor Farm"
Ulster Canal Stores Visitor Centre,https://ulstercanalstoresvisitorcentre.ie/,+3534752125,-7.236207,54.1758511,Monaghan,Clones,Republic of Ireland,"Covid Safety Charter,Craft,Shopping,Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink,Activity Operator,Food Shops,Tour"
Agricultural Heritage Display Centre,http://www.coolakayhouse.ie/museum,+35312862423,-6.1880463,53.1667259,Wicklow,Enniskerry,Republic of Ireland,"Agriculture,Nature and Wildlife,Museums and Attraction"
Arklow Maritime Museum,http://www.arklowmaritimeheritage.ie,+353864460784,-6.1493991,52.7985048,Wicklow,Arklow,Republic of Ireland,Museums and Attraction
Cool Planet Experience,https://www.coolplanetexperience.org,+35315180197,-6.187439,53.184486,Wicklow,Enniskerry,Republic of Ireland,"Learning,Museums and Attraction,Cafe,Food and Drink"
Glendalough Monastic Site and Visitor Centre,https://heritageireland.ie/places-to-visit/glendalough-visitor-centre/,+35340445352,-6.3243431,53.010461,Wicklow,Glendalough,Republic of Ireland,"Covid Safety Charter,Walking,Church Abbey,Monastery,Churches,Abbeys and Monastery,Museums and Attraction,National Park,National and Forest Park,Ruins,Historic Houses and Castle,Tour"
Greenan Maze,http://www.greenanmaze.com,+35340446000,-6.3054657,52.9146029,Wicklow,Rathdrum,Republic of Ireland,"Covid Safety Charter,Craft,Shopping,Activity Operator,Museums and Attraction,Visitor Farm,Cafe,Food and Drink"
Wicklow Brewery,https://www.wicklowbrewery.ie/brewery.html,+35340441661,-6.14497101038137,52.8893580306763,Wicklow,Redcross,Republic of Ireland,"Food and Drink,Restaurant,Museums and Attraction,Pubs and Bar,Tour"
Wicklow Wolf Brewing Co.,http://wicklowwolf.com,+35315676993,-6.1067405,53.2050307,Wicklow,Bray,Republic of Ireland,"Museums and Attraction,Shopping,Tour"
Wicklow's Historic Gaol,https://www.wicklowshistoricgaol.com,+35340461599,-6.0373008,52.9788867,Wicklow,Wicklow Town,Republic of Ireland,"Covid Safety Charter,Activity Operator,Tracing Your Ancestors,Museums and Attraction,Cafe,Food and Drink,Tour"
Wicklow Mountains National Park,https://www.wicklowmountainsnationalpark.ie,+353761002667,-6.2957196,53.0785499,Wicklow,Glendalough,Republic of Ireland,"Climbing,Activity Operator,Walking,National Park,National and Forest Park,Ruins,Historic Houses and Castle"
Great Sugar Loaf Mountain,http://www.visitwicklow.ie,,-6.151,53.152,Wicklow,Kilmacanogue,Republic of Ireland,"Walking,Natural Landscape"
Powerscourt Waterfall,http://powerscourt.com/waterfall,+35312046000,-6.210467,53.1466794,Wicklow,Enniskerry,Republic of Ireland,"Walking,Natural Landscape,Fast Food,Food and Drink,Restaurant"
The Park Cinema,http://clonakiltyparkcinema.ie/clonakilty/now/,+353238834141,-8.8944275,51.616834,Cork,Clonakilty,Republic of Ireland,"Movies,Cinema,Venue"
Friars Gate Theatre & Arts,http://www.friarsgate.ie,+3536398727,-8.5764983,52.4006621,Limerick,Kilmallock,Republic of Ireland,"Venue,Music,Cafe,Food and Drink"
Glenroe Open Farm,https://glenroefarm.ie/,+35312872288,-6.0536942,53.1140031,Wicklow,Kilcoole,Republic of Ireland,"Covid Safety Charter,Agriculture,Nature and Wildlife,Visitor Farm,Cafe,Food and Drink"
Irish Working Sheepdogs,http://www.irishworkingsheepdogs.com/,+353878141391,-6.3273762,53.0115036,Wicklow,Glendalough,Republic of Ireland,"Agriculture,Nature and Wildlife,Visitor Farm"
Glorious Connemara Cycle,https://www.facebook.com/connemaracycle,+353872172937,-9.3657718,53.545285,Galway,Clonbur,Republic of Ireland,"Cycling,Activity Operator,Tour"
Tick-Tock Activity Farm,http://www.tick-tockactivityfarm.ie,+35340233624,-6.2329752,52.7927404,Wicklow,Arklow,Republic of Ireland,"Agriculture,Nature and Wildlife,Visitor Farm,Cafe,Food and Drink"
Sea Life Aquarium Bray,https://www.visitsealife.com/bray/,+35312866939,-6.09814404662711,53.2034342302585,Wicklow,Bray,Republic of Ireland,"Covid Safety Charter,Zoos and Aquarium"
Castle Adventure Open Farm,https://openfarm.ie/,+353874429998,-8.2373784,54.5142354,Donegal,Ballyshannon,Republic of Ireland,"Covid Safety Charter,Visitor Farm,Cafe,Food and Drink,Activity Operator"
Firkin Crane Dance Centre,https://www.firkincrane.ie/ ,+353214507487,-8.4763208,51.9026987,Cork,Cork City,Republic of Ireland,"Learning,Historic Houses and Castle"
Kinvara Walks,https://kinvarawalks.com,+353872540676,-8.997064,53.121348,Galway,Kinvara,Republic of Ireland,"Photography,Learning,Walking,Activity Operator,Tour"
Portumna Golf Club,https://portumnagolfclub.ie/,+353909741059,-8.2559932,53.0910086,Galway,Portumna,Republic of Ireland,"Golf Course,Golf,Activity Operator"
I am of Ireland,https://www.iamofireland.ie/,+353877997317,-7.8366185,51.993867,Waterford,Clashmore,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
Lime Tree Theatre,http://www.limetreetheatre.ie,+35361953400,-8.6399509766602,52.6527773084622,Limerick,Limerick City,Republic of Ireland,"Venue,Music"
The Lake Room Restaurant,https://www.aghadoeheights.com/dining/the-lake-room,+353646631766,-9.5560186,52.0774299,Kerry,Killarney,Republic of Ireland,"Food and Drink,Restaurant"
Taylormade Tours,http://www.taylormadetours.ie,+353429373033,-6.18541799723562,54.040670042548,Louth,Carlingford,Republic of Ireland,"Activity Operator,Tour"
Westport Adventure Park,https://www.facebook.com/westportadventurepark,+3539821886,-9.555332,53.767773,Mayo,Westport,Republic of Ireland,"Activity Operator,Adventure Park"
Westport Town Hall Theatre,https://www.westporttheatre.com/,+3539828459,-9.52436,53.799376,Mayo,Westport,Republic of Ireland,"Venue,Music"
Wicklow Boat Charters,http://www.wicklowboatcharters.ie/boattours.htm,+353876832179,-6.0379968,52.9803051,Wicklow,Wicklow Town,Republic of Ireland,"Covid Safety Charter,Activity Operator,Boat,Tour"
Buncrana Golf Club,http://www.buncranagolfclub.com,+353749362279,-7.4583063,55.1278622,Donegal,Buncrana,Republic of Ireland,"Golf Course,Golf"
The Retreat,https://www.theretreatkinsale.com,+353876664899,-8.5776445,51.6654135,Cork,Kinsale,Republic of Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa,Activity Operator"
Footee,http://www.footee.ie,+353873952548,-6.3761151,53.2503816,Dublin,Tallaght,Republic of Ireland,"Covid Safety Charter,Activity Operator"
Kilmallock Cycle Hub,https://visitballyhoura.com/explore/kilmallock-cycling-hub,+3536391300,-8.5386111,52.3030556,Limerick,Kilmallock,Republic of Ireland,Cycling
Gleeson Goldsmiths, https://gleesongoldsmiths.ie/ ,+35361364115,-8.8553743,52.7110137,Clare,Shannon Town,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Cumann na mBád,https://www.facebook.com/CumannNamBad,+353749520024,-8.4986109,54.980766,Donegal,Arranmore -Árainn Mhór,Republic of Ireland,"Kayaking,Activity Operator,Sailing"
Teacht Linn Tours,,+353857507587,-8.62206653317878,52.6636594930863,Limerick,Limerick City,Republic of Ireland,"Food and Drink,Restaurant,Activity Operator,Food Trails and Tour,Tour"
Festina Lente  Equestrian Centre,http://festinalente.ie/,+35312720704,-6.1304989,53.2107869,Wicklow,Bray,Republic of Ireland,"Horse Riding,Equestrian"
Glen Mill Golf Club,http://www.glenmillgolfclub.ie,+353(0)12810977,-6.09022140910645,53.0676904119476,Wicklow,Newcastle,Republic of Ireland,"Golf Course,Golf,Activity Operator"
The Glucksman Gallery,http://www.glucksman.org/,+353214901844,-8.490332,51.8947412,Cork,Cork City,Republic of Ireland,"Covid Safety Charter,Craft,Shopping,Art Gallery"
Town Hall Theatre,http://tht.ie/,+353(0)91569777,-9.054129,53.276094,Galway,Galway City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Kilfinane Outdoor Education Centre,http://www.facebook.com/kilfinaneoutdooreducationcentre,+3536391161,-8.4717831,52.3604812,Limerick,Kilfinane,Republic of Ireland,"Climbing,Activity Operator,Cycling,Kayaking,Walking,Adventure Park"
Irish Family History Centre,https://www.irishfamilyhistorycentre.com,+35319059216,-6.2506375,53.3481876,Dublin,Dublin City,Republic of Ireland,"Covid Safety Charter,Activity Operator,Tracing Your Ancestors,Cafe,Food and Drink,Food Shops,Shopping"
Irish Family Search,https://irishfamilysearch.com/,+353873589734,-8.27593736353765,52.2583590947012,Cork,Mitchelstown,Republic of Ireland,"Activity Operator,Tracing Your Ancestors"
The Bridge Pottery,http://www.bridgepottery.com,+353567729156,-7.3118566,52.5733091,Kilkenny,Cuffesgrange,Republic of Ireland,"Craft,Shopping,Learning,Shopping Centres and Department Store,Food Shops"
The Blessington Lakes,http://visitwicklow.ie/attractions/blessington-lakes/,,-6.5333,53.161488,Wicklow,Blessington,Republic of Ireland,"Cycling,Swimming,Swimming Pools and Water Park,Venue,Walking"
Curraghduff Farm,https://www.curraghduffalpacas.com/,+353873968305,-9.4097531,53.4756443,Galway,Oughterard,Republic of Ireland,"Covid Safety Charter,Agriculture,Nature and Wildlife,Learning,Walking,Visitor Farm,Tour"
AMOC Jewellery,http://www.amoc.ie,+35312871515,-6.0625099,53.1443074,Wicklow,Greystones,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Avoca Mill,https://www.avoca.com/en/stores-and-cafes/village,+35340235105,-6.210997,52.8613935,Wicklow,Avoca,Republic of Ireland,"Restaurant,Craft,Shopping,Food and Drink,Shopping Centres and Department Store,Museums and Attraction,Cafe,Vegetarian,Food Shops,Tour"
Glenstal Abbey,https://www.glenstal.com/abbey,+35361621000,-8.3883081,52.6616783,Limerick,Murroe,Republic of Ireland,"Photography,Learning,Walking,Historic Houses and Castle,Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Gardens,Garden"
The Cinnamon Garden Restaurant,https://www.cinnamongarden.ie/,+35318352777,-6.398892,53.512678,Meath,Ashbourne,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Artisan,Pubs and Bar,Local Produce,Seafood,Vegan,Vegetarian"
Lár Na Páirce Museum - The Story of Gaelic Games,http://larnapairce.ie,+35350422702,-7.8130745,52.6782242,Tipperary,Thurles,Republic of Ireland,"Gaa,Museums and Attraction,Venue,Sports Venues"
Animal Magic – Falconry and Conservation,http://www.animalmagic.ie/,+353876243546,-8.5708568,52.4035951,Limerick,Kilmallock,Republic of Ireland,"Falconry,Nature and Wildlife,Learning,Activity Operator"
Clancys Bar Cork,https://clancyscork.ie/,+353212344455,-8.4730239,51.8971065,Cork,Cork City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Doneraile Court & Wildlife Park,https://doneraileestate.ie/,+3532224771,-8.583008,52.2162916,Cork,Doneraile,Republic of Ireland,"Walking,Historic Houses and Castle,Public Park,Nature and Wildlife,Cafe,Food and Drink,Tour"
Poachers,http://www.bulgadencastle.com/gastro-pub-limerick.htm,+3536398209,-8.53311,52.418391,Limerick,Kilmallock,Republic of Ireland,"Food and Drink,Restaurant,Seafood"
Praline Pastry Shop and Café,https://praline.ie,+353864665390,-8.2690972,52.2635964,Cork,Mitchelstown,Republic of Ireland,"Food and Drink,Cafe"
Geary's Bar,http://www.gearysbar.ie/,+3536321002,-8.6831041,52.3545383,Cork,Charleville,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
Bruff Community Café,https://www.facebook.com/BruffCommunityCafe,+353863102625,-8.5474209,52.4764198,Limerick,Bruff,Republic of Ireland,"Food and Drink,Cafe"
Clancy's Bar & Restaurant,https://www.facebook.com/pages/Clancys-Bar-Istabraq-Restaurant/185573201465939,+35361382488,-8.5478661,52.476859,Limerick,Bruff,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
Cobh Rebel Walking Tours,http://cobhrebelwalkingtours.ie/,+353894832126,-8.29880033545601,51.8489339982509,Cork,Cobh,Republic of Ireland,"Activity Operator,Tracing Your Ancestors,Tour,Walking"
designist,https://shop.designist.ie/,+35314758534,-6.2646535,53.3426386,Dublin,Dublin City,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
O'Sullivan Antiques,https://osullivanantiques.com,+35314541143,-6.2745217,53.3410682,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
